index,ect1_ct,ect2_ct,ect3_ct,mes1_ct,mes2_ct,mes3_ct,pluri1_ct,pluri2_ct,endo1_ct
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_166,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_241,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_322,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_34,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_204,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_141,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_47,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_150,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_320,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_37,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_240,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_2,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_228,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_300,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_83,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_78,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_24,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_335,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_33,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_298,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_192,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_189,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_363,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_358,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_378,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_315,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_194,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_330,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_57,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_168,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_182,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_364,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_177,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_84,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_50,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_82,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_143,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_218,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_352,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_179,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_223,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_379,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_193,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_252,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_314,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_210,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_246,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_195,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_340,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_15,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_19,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_190,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_118,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_69,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_217,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_108,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_112,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_384,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_70,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_215,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_286,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_381,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_68,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_357,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_365,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_325,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_39,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_111,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_130,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_308,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_133,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_336,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_48,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_227,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_142,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_278,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_104,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_138,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_54,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_16,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_373,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_131,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_103,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_146,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_305,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_167,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_93,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_106,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_26,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_356,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_132,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_343,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_248,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_171,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_371,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_60,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_36,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_338,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_203,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_17,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_90,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_183,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_295,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_172,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_239,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_321,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_65,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_316,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_283,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_77,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_27,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_35,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_124,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_301,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_92,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_136,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_18,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_251,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_291,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_296,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_332,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_105,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_127,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_21,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_297,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_344,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_181,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_40,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_355,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_59,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_216,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_98,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_272,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_99,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_159,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_95,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_213,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_261,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_367,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_161,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_209,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_380,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_13,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_31,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_28,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_221,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_306,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_38,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_144,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_289,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_113,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_11,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_61,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_277,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_96,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_110,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_160,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_75,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_201,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_126,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_307,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_51,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_109,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_20,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_234,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,Primitive Streak,,,Primitive Streak
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_154,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd3-rep3-H3K27me3-2_211,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
